Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00
18/02/2018,28.055,27.15,28.055,28.055,28.96,28.96,28.96,28.96,28.96,28.055,28.055,28.055,28.96,29.865,27.15,30.77,28.055,29.865,28.96,29.865,29.865,28.96,29.865,28.96,28.055
19/02/2018,29.865,28.055,29.865,28.055,31.675,30.77,29.865,30.77,38.915,43.44,54.3,59.73,57.92,63.35,62.445,58.825,62.445,59.73,57.015,43.44,38.01,30.77,28.96,29.865,28.055
20/02/2018,29.865,29.865,28.96,29.865,29.865,30.77,30.77,30.77,35.295,47.06,58.825,55.205,56.11,61.54,57.92,55.205,55.205,56.11,48.87,37.105,28.96,27.15,28.055,27.15,27.15
21/02/2018,26.245,26.245,28.055,26.245,28.96,27.15,28.055,27.15,39.82,47.965,58.825,55.205,58.825,64.255,64.255,66.97,65.16,63.35,48.87,43.44,38.01,30.77,30.77,29.865,30.77
22/02/2018,31.675,30.77,31.675,29.865,29.865,29.865,30.77,32.58,33.485,56.11,59.73,63.35,61.54,63.35,64.255,61.54,65.16,64.255,59.73,44.345,39.82,36.2,30.77,31.675,30.77
23/02/2018,31.675,30.77,29.865,32.58,30.77,30.77,31.675,30.77,39.82,51.585,65.16,59.73,57.92,59.73,57.015,59.73,58.825,57.015,46.155,39.82,29.865,29.865,28.96,29.865,28.055
24/02/2018,28.96,28.96,28.055,28.96,29.865,29.865,28.96,28.96,28.96,27.15,28.96,29.865,28.96,27.15,28.96,27.15,27.15,27.15,26.245,28.96,27.15,27.15,28.055,27.15,28.055
25/02/2018,28.96,28.055,29.865,28.055,28.96,28.055,28.96,28.055,27.15,27.15,27.15,28.055,27.15,27.15,28.96,28.055,28.055,26.245,28.96,29.865,28.96,28.055,28.96,29.865,29.865
26/02/2018,28.96,28.96,28.96,29.865,28.055,28.96,28.055,29.865,35.295,46.155,57.015,57.92,56.11,62.445,58.825,57.92,57.92,58.825,48.87,38.915,33.485,32.58,29.865,30.77,28.96
28/02/2018,29.865,30.77,30.77,30.77,31.675,30.77,29.865,29.865,36.2,47.06,62.445,61.54,59.73,59.73,57.92,54.3,53.395,57.015,41.63,37.105,31.675,29.865,29.865,29.865,28.96
01/03/2018,29.865,31.675,30.77,29.865,32.58,30.77,33.485,31.675,43.44,47.965,58.825,59.73,57.92,62.445,64.255,61.54,60.635,55.205,37.105,36.2,30.77,32.58,31.675,31.675,31.675
02/03/2018,30.77,31.675,32.58,30.77,32.58,33.485,32.58,33.485,37.105,43.44,46.155,48.87,49.775,48.87,55.205,50.68,47.06,42.535,30.77,30.77,28.96,28.96,30.77,28.96,29.865
03/03/2018,31.675,28.96,29.865,30.77,28.96,28.96,29.865,28.055,28.96,28.96,28.96,27.15,28.055,28.96,28.96,28.055,29.865,27.15,30.77,28.96,31.675,30.77,28.96,28.96,28.96
04/03/2018,29.865,29.865,30.77,28.96,28.96,29.865,28.055,29.865,28.055,27.15,28.96,29.865,28.055,30.77,28.055,29.865,28.055,28.055,28.96,28.96,28.96,28.96,28.96,28.96,28.055
05/03/2018,28.96,28.96,28.055,29.865,29.865,27.15,29.865,28.055,40.725,47.06,55.205,57.92,56.11,51.585,57.015,57.92,62.445,54.3,49.775,39.82,28.96,27.15,27.15,25.34,28.055
06/03/2018,28.055,26.245,27.15,27.15,27.15,29.865,28.055,27.15,32.58,43.44,56.11,55.205,56.11,63.35,59.73,62.445,62.445,54.3,49.775,44.345,37.105,34.39,28.96,28.96,28.055
07/03/2018,28.96,28.96,28.96,28.96,30.77,28.055,28.055,28.055,32.58,47.965,56.11,56.11,59.73,57.015,64.255,57.92,57.92,57.015,41.63,32.58,27.15,27.15,28.055,28.055,27.15
08/03/2018,27.15,27.15,28.96,27.15,28.055,28.055,27.15,28.055,34.39,46.155,58.825,59.73,59.73,63.35,57.92,58.825,58.825,51.585,42.535,36.2,28.96,28.055,28.055,28.96,26.245
09/03/2018,28.96,26.245,27.15,26.245,28.96,27.15,28.96,28.96,33.485,44.345,56.11,56.11,56.11,57.015,59.73,59.73,61.54,60.635,44.345,38.915,33.485,29.865,30.77,30.77,29.865
10/03/2018,30.77,31.675,31.675,29.865,29.865,33.485,31.675,30.77,28.96,29.865,30.77,30.77,30.77,28.96,29.865,33.485,30.77,30.77,28.96,29.865,29.865,29.865,29.865,30.77,28.96
11/03/2018,30.77,29.865,29.865,30.77,30.77,29.865,30.77,30.77,28.96,28.96,29.865,30.77,28.96,29.865,29.865,29.865,28.96,29.865,29.865,31.675,29.865,29.865,29.865,29.865,29.865
12/03/2018,28.96,30.77,29.865,30.77,29.865,30.77,30.77,30.77,40.725,47.06,56.11,57.92,58.825,58.825,62.445,60.635,66.97,65.16,43.44,37.105,28.96,28.055,28.055,28.055,27.15
13/03/2018,28.055,28.96,28.055,28.96,28.96,28.055,27.15,26.245,36.2,44.345,58.825,51.585,57.015,56.11,66.065,58.825,58.825,55.205,50.68,41.63,29.865,27.15,26.245,28.055,28.055
14/03/2018,28.055,27.15,28.055,28.055,26.245,27.15,27.15,26.245,37.105,49.775,57.92,60.635,56.11,58.825,59.73,57.015,62.445,58.825,44.345,43.44,38.915,35.295,35.295,34.39,31.675
15/03/2018,31.675,27.15,26.245,26.245,28.055,29.865,28.055,28.055,37.105,48.87,61.54,57.92,57.92,60.635,61.54,64.255,62.445,62.445,44.345,43.44,35.295,36.2,37.105,33.485,33.485
16/03/2018,33.485,32.58,27.15,27.15,28.055,28.96,27.15,27.15,35.295,43.44,56.11,62.445,59.73,62.445,60.635,54.3,50.68,47.965,33.485,35.295,30.77,26.245,27.15,27.15,28.055
17/03/2018,27.15,27.15,27.15,28.055,29.865,29.865,29.865,28.055,28.055,31.675,32.58,31.675,29.865,28.055,28.055,28.96,28.055,29.865,28.96,31.675,28.96,29.865,29.865,29.865,28.96
18/03/2018,28.96,28.96,28.96,28.96,28.96,29.865,28.96,28.055,27.15,27.15,28.055,27.15,28.96,28.96,28.055,28.96,28.96,26.245,28.96,28.96,28.96,29.865,28.96,28.96,28.055
19/03/2018,29.865,28.055,29.865,28.055,28.055,28.96,29.865,27.15,38.01,44.345,59.73,61.54,57.92,59.73,58.825,58.825,57.92,56.11,39.82,36.2,29.865,28.055,27.15,29.865,28.055
20/03/2018,27.15,27.15,28.055,27.15,28.055,28.96,28.055,26.245,35.295,47.06,63.35,51.585,53.395,57.92,59.73,57.92,54.3,56.11,47.06,33.485,31.675,31.675,30.77,30.77,28.96
21/03/2018,28.96,28.055,28.96,29.865,28.96,28.96,29.865,28.055,33.485,49.775,61.54,57.015,62.445,66.065,65.16,62.445,66.065,60.635,45.25,40.725,31.675,29.865,28.055,29.865,28.96
22/03/2018,29.865,30.77,31.675,28.96,29.865,31.675,28.055,28.055,36.2,47.965,58.825,57.015,60.635,66.97,63.35,59.73,59.73,61.54,52.49,38.915,36.2,37.105,32.58,32.58,33.485
23/03/2018,35.295,32.58,33.485,28.055,27.15,28.055,28.055,27.15,36.2,47.06,58.825,55.205,53.395,53.395,51.585,53.395,54.3,55.205,45.25,33.485,25.34,27.15,26.245,25.34,26.245
24/03/2018,27.15,26.245,25.34,27.15,26.245,27.15,28.96,26.245,27.15,26.245,26.245,27.15,28.96,26.245,28.055,25.34,28.055,28.055,25.34,28.055,27.15,26.245,26.245,26.245,26.245
25/03/2018,27.15,27.15,14.48,12.67,27.15,27.15,28.055,27.15,26.245,25.34,27.15,28.055,30.77,30.77,29.865,27.15,28.055,27.15,28.055,27.15,25.34,27.15,26.245,28.055,26.245
26/03/2018,26.245,25.34,26.245,27.15,27.15,27.15,28.055,28.055,33.485,44.345,57.015,56.11,55.205,57.015,60.635,56.11,56.11,56.11,46.155,33.485,28.96,28.96,28.055,26.245,28.96
27/03/2018,26.245,26.245,27.15,27.15,26.245,28.96,30.77,28.055,30.77,49.775,62.445,56.11,56.11,64.255,57.015,57.92,57.92,57.92,43.44,31.675,33.485,28.055,28.96,28.055,27.15
28/03/2018,26.245,25.34,27.15,25.34,27.15,26.245,28.055,26.245,30.77,46.155,53.395,54.3,57.92,60.635,60.635,61.54,61.54,55.205,43.44,38.915,32.58,29.865,27.15,27.15,26.245
29/03/2018,28.055,26.245,27.15,27.15,28.96,28.055,28.055,27.15,33.485,49.775,53.395,59.73,59.73,60.635,63.35,56.11,59.73,52.49,41.63,29.865,31.675,29.865,29.865,27.15,26.245
30/03/2018,27.15,26.245,26.245,25.34,28.055,27.15,28.055,26.245,27.15,27.15,28.96,30.77,28.055,27.15,27.15,30.77,32.58,30.77,31.675,30.77,34.39,31.675,30.77,24.435,24.435
31/03/2018,25.34,24.435,26.245,24.435,25.34,25.34,25.34,24.435,23.53,23.53,24.435,25.34,25.34,23.53,24.435,28.96,31.675,30.77,29.865,30.77,29.865,29.865,31.675,32.58,24.435
01/04/2018,24.435,25.34,27.15,25.34,26.245,24.435,26.245,23.53,23.53,24.435,24.435,25.34,24.435,23.53,23.53,29.865,28.055,24.435,24.435,24.435,25.34,22.625,24.435,25.34,24.435
02/04/2018,23.53,25.34,23.53,27.15,25.34,26.245,25.34,24.435,23.53,27.15,23.53,23.53,25.34,25.34,23.53,24.435,25.34,25.34,24.435,25.34,25.34,23.53,24.435,25.34,24.435
03/04/2018,23.53,24.435,23.53,25.34,24.435,26.245,26.245,24.435,30.77,46.155,55.205,56.11,51.585,54.3,56.11,54.3,57.92,55.205,47.965,36.2,31.675,31.675,30.77,30.77,28.96
04/04/2018,26.245,25.34,25.34,25.34,25.34,25.34,27.15,25.34,28.96,45.25,56.11,56.11,54.3,51.585,52.49,56.11,57.015,54.3,42.535,39.82,34.39,35.295,32.58,33.485,32.58
05/04/2018,31.675,32.58,26.245,28.055,28.055,27.15,26.245,26.245,29.865,46.155,54.3,53.395,52.49,56.11,59.73,60.635,61.54,55.205,47.965,38.915,33.485,33.485,33.485,35.295,34.39
06/04/2018,34.39,32.58,35.295,28.96,28.96,27.15,28.055,28.055,29.865,47.06,57.015,59.73,57.92,61.54,61.54,61.54,57.92,54.3,42.535,35.295,25.34,28.055,27.15,26.245,25.34
07/04/2018,28.055,27.15,27.15,27.15,28.055,28.055,26.245,25.34,26.245,26.245,27.15,28.055,28.055,27.15,26.245,26.245,25.34,25.34,25.34,26.245,25.34,27.15,27.15,28.055,27.15
08/04/2018,27.15,27.15,26.245,27.15,27.15,28.055,28.96,27.15,26.245,26.245,27.15,25.34,27.15,27.15,27.15,25.34,33.485,32.58,32.58,31.675,30.77,32.58,28.055,26.245,27.15
09/04/2018,27.15,26.245,27.15,28.055,28.055,27.15,27.15,27.15,35.295,49.775,56.11,60.635,55.205,57.015,59.73,60.635,55.205,57.92,46.155,35.295,33.485,31.675,28.96,27.15,26.245
10/04/2018,26.245,26.245,25.34,26.245,27.15,28.055,27.15,28.055,30.77,40.725,54.3,50.68,53.395,52.49,61.54,61.54,64.255,59.73,51.585,35.295,33.485,35.295,32.58,33.485,31.675
11/04/2018,30.77,26.245,26.245,26.245,26.245,28.055,26.245,27.15,30.77,47.06,57.92,53.395,54.3,54.3,57.015,58.825,57.015,57.92,44.345,35.295,33.485,31.675,30.77,30.77,26.245
12/04/2018,25.34,25.34,25.34,26.245,25.34,26.245,25.34,25.34,30.77,47.06,55.205,54.3,52.49,55.205,62.445,64.255,61.54,62.445,50.68,40.725,33.485,34.39,32.58,32.58,31.675
13/04/2018,29.865,27.15,25.34,26.245,26.245,25.34,28.055,25.34,30.77,47.06,55.205,57.015,56.11,55.205,53.395,56.11,57.015,57.015,48.87,37.105,31.675,32.58,35.295,31.675,28.055
14/04/2018,27.15,26.245,27.15,27.15,27.15,28.055,27.15,26.245,26.245,27.15,28.96,26.245,27.15,28.055,27.15,28.055,28.96,31.675,33.485,31.675,31.675,32.58,33.485,28.055,27.15
15/04/2018,27.15,26.245,28.055,28.96,27.15,28.96,28.055,27.15,27.15,27.15,26.245,27.15,26.245,27.15,28.055,28.055,26.245,28.96,31.675,32.58,30.77,31.675,31.675,31.675,33.485
16/04/2018,32.58,29.865,27.15,27.15,27.15,28.96,27.15,26.245,31.675,48.87,57.015,55.205,59.73,55.205,57.92,56.11,54.3,57.92,50.68,38.01,32.58,35.295,30.77,28.055,28.055
17/04/2018,27.15,25.34,26.245,26.245,27.15,28.055,26.245,26.245,38.01,47.06,54.3,52.49,53.395,55.205,56.11,57.015,60.635,60.635,49.775,37.105,33.485,34.39,34.39,29.865,28.96
18/04/2018,26.245,26.245,25.34,27.15,27.15,28.96,28.055,26.245,36.2,46.155,56.11,59.73,59.73,52.49,57.92,61.54,59.73,66.065,47.965,35.295,31.675,29.865,31.675,27.15,27.15
19/04/2018,26.245,28.055,26.245,27.15,27.15,27.15,27.15,25.34,35.295,47.06,59.73,55.205,62.445,56.11,61.54,54.3,63.35,55.205,44.345,35.295,29.865,32.58,29.865,27.15,26.245
20/04/2018,26.245,25.34,26.245,26.245,25.34,26.245,24.435,25.34,35.295,41.63,53.395,52.49,56.11,52.49,53.395,56.11,58.825,55.205,50.68,34.39,34.39,34.39,32.58,33.485,34.39
21/04/2018,32.58,32.58,27.15,26.245,27.15,27.15,26.245,25.34,24.435,25.34,25.34,26.245,27.15,26.245,26.245,26.245,28.055,26.245,32.58,31.675,30.77,30.77,31.675,31.675,27.15
22/04/2018,25.34,26.245,26.245,26.245,25.34,26.245,25.34,25.34,25.34,25.34,26.245,26.245,25.34,26.245,26.245,29.865,28.055,28.96,30.77,25.34,23.53,27.15,25.34,26.245,24.435
23/04/2018,27.15,26.245,26.245,27.15,26.245,26.245,26.245,26.245,32.58,47.06,52.49,57.015,58.825,58.825,60.635,58.825,59.73,56.11,48.87,34.39,29.865,32.58,33.485,33.485,32.58
24/04/2018,33.485,31.675,27.15,27.15,27.15,27.15,27.15,26.245,36.2,47.965,57.015,60.635,62.445,60.635,66.065,61.54,60.635,57.015,48.87,38.915,34.39,35.295,35.295,35.295,35.295
25/04/2018,34.39,35.295,36.2,36.2,36.2,28.96,28.055,30.77,39.82,44.345,50.68,60.635,59.73,57.92,60.635,59.73,59.73,57.015,47.965,39.82,33.485,35.295,36.2,37.105,36.2
26/04/2018,36.2,36.2,36.2,35.295,35.295,36.2,34.39,32.58,32.58,52.49,56.11,56.11,52.49,49.775,56.11,53.395,53.395,47.06,39.82,38.01,28.055,27.15,27.15,27.15,27.15
27/04/2018,28.055,27.15,28.055,28.055,28.96,27.15,25.34,24.435,28.055,46.155,51.585,54.3,50.68,51.585,51.585,49.775,48.87,47.06,41.63,30.77,28.96,29.865,26.245,25.34,25.34
28/04/2018,25.34,27.15,25.34,24.435,25.34,26.245,25.34,25.34,25.34,24.435,25.34,25.34,25.34,25.34,27.15,26.245,25.34,25.34,27.15,24.435,23.53,25.34,25.34,25.34,26.245
29/04/2018,24.435,25.34,24.435,25.34,26.245,26.245,24.435,24.435,24.435,24.435,24.435,25.34,24.435,26.245,25.34,24.435,26.245,25.34,25.34,25.34,23.53,24.435,25.34,26.245,26.245
30/04/2018,24.435,26.245,25.34,25.34,28.055,26.245,24.435,25.34,35.295,45.25,52.49,56.11,52.49,55.205,51.585,53.395,50.68,49.775,43.44,30.77,25.34,27.15,26.245,25.34,26.245
01/05/2018,27.15,25.34,26.245,27.15,27.15,27.15,26.245,26.245,33.485,44.345,56.11,52.49,49.775,54.3,55.205,54.3,54.3,48.87,43.44,30.77,23.53,26.245,24.435,30.77,32.58
02/05/2018,31.675,30.77,29.865,27.15,28.96,27.15,25.34,25.34,28.96,47.06,53.395,54.3,57.92,57.015,57.015,58.825,54.3,50.68,44.345,36.2,30.77,29.865,27.15,24.435,25.34
03/05/2018,25.34,24.435,25.34,25.34,26.245,26.245,24.435,25.34,34.39,48.87,55.205,58.825,56.11,60.635,62.445,60.635,50.68,47.06,36.2,29.865,23.53,25.34,26.245,24.435,25.34
04/05/2018,24.435,25.34,24.435,25.34,26.245,25.34,25.34,26.245,31.675,43.44,49.775,47.965,47.965,49.775,52.49,47.06,45.25,48.87,38.915,31.675,24.435,25.34,24.435,26.245,25.34
05/05/2018,24.435,24.435,24.435,26.245,24.435,26.245,24.435,25.34,23.53,24.435,24.435,28.055,26.245,26.245,25.34,27.15,28.055,26.245,26.245,26.245,25.34,25.34,25.34,26.245,25.34
06/05/2018,24.435,25.34,25.34,24.435,25.34,24.435,23.53,24.435,23.53,24.435,25.34,25.34,26.245,25.34,25.34,25.34,25.34,25.34,25.34,26.245,24.435,24.435,25.34,24.435,25.34
07/05/2018,24.435,24.435,25.34,26.245,24.435,26.245,23.53,23.53,23.53,24.435,24.435,24.435,25.34,24.435,25.34,26.245,26.245,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34
08/05/2018,24.435,24.435,23.53,25.34,22.625,23.53,22.625,23.53,32.58,41.63,47.06,51.585,51.585,54.3,53.395,54.3,56.11,58.825,50.68,35.295,27.15,28.055,28.055,25.34,26.245
09/05/2018,25.34,26.245,26.245,25.34,25.34,26.245,24.435,26.245,33.485,42.535,53.395,51.585,53.395,56.11,56.11,59.73,56.11,55.205,47.965,40.725,31.675,31.675,28.055,28.055,27.15
10/05/2018,26.245,26.245,26.245,25.34,27.15,26.245,23.53,26.245,33.485,41.63,47.06,49.775,53.395,55.205,57.92,59.73,57.92,53.395,47.965,38.915,31.675,31.675,32.58,32.58,28.96
11/05/2018,28.96,26.245,26.245,27.15,26.245,27.15,25.34,25.34,36.2,42.535,49.775,47.06,47.06,51.585,53.395,50.68,52.49,47.965,38.915,34.39,28.055,28.055,26.245,26.245,26.245
12/05/2018,25.34,25.34,26.245,24.435,25.34,25.34,24.435,24.435,24.435,28.055,26.245,26.245,26.245,24.435,27.15,26.245,26.245,24.435,24.435,25.34,24.435,25.34,26.245,25.34,25.34
13/05/2018,25.34,25.34,25.34,25.34,26.245,25.34,24.435,24.435,25.34,24.435,25.34,25.34,25.34,26.245,26.245,25.34,26.245,26.245,25.34,26.245,25.34,25.34,26.245,25.34,24.435
14/05/2018,26.245,25.34,27.15,25.34,25.34,25.34,24.435,28.96,38.915,38.915,48.87,50.68,51.585,49.775,57.92,62.445,58.825,55.205,46.155,32.58,26.245,25.34,26.245,25.34,23.53
15/05/2018,24.435,23.53,24.435,24.435,24.435,23.53,22.625,23.53,34.39,41.63,54.3,50.68,48.87,49.775,51.585,62.445,59.73,60.635,49.775,36.2,28.96,27.15,28.055,27.15,27.15
16/05/2018,28.055,28.055,26.245,27.15,29.865,28.96,26.245,28.96,32.58,47.965,56.11,54.3,55.205,57.92,57.92,57.015,55.205,49.775,41.63,32.58,28.055,27.15,28.055,28.055,26.245
17/05/2018,24.435,26.245,25.34,25.34,25.34,24.435,25.34,27.15,31.675,43.44,52.49,54.3,54.3,54.3,53.395,54.3,58.825,58.825,44.345,33.485,29.865,25.34,26.245,27.15,27.15
18/05/2018,26.245,27.15,27.15,25.34,25.34,27.15,26.245,25.34,29.865,47.06,54.3,55.205,56.11,57.015,55.205,53.395,51.585,57.015,42.535,33.485,26.245,25.34,26.245,26.245,26.245
19/05/2018,24.435,26.245,25.34,27.15,25.34,25.34,23.53,24.435,25.34,25.34,26.245,28.055,27.15,26.245,26.245,27.15,28.055,26.245,27.15,28.055,25.34,26.245,28.055,27.15,28.055
20/05/2018,26.245,26.245,27.15,27.15,24.435,26.245,25.34,25.34,25.34,28.055,26.245,27.15,26.245,27.15,27.15,26.245,28.055,27.15,27.15,27.15,26.245,25.34,26.245,26.245,27.15
21/05/2018,26.245,25.34,25.34,25.34,24.435,24.435,23.53,25.34,35.295,39.82,50.68,54.3,54.3,62.445,62.445,67.875,62.445,58.825,60.635,36.2,27.15,25.34,28.055,26.245,26.245
22/05/2018,28.055,27.15,26.245,27.15,25.34,28.055,26.245,25.34,37.105,48.87,58.825,52.49,56.11,59.73,57.015,57.92,66.97,60.635,51.585,43.44,33.485,32.58,32.58,30.77,32.58
23/05/2018,30.77,31.675,30.77,31.675,30.77,30.77,29.865,31.675,38.01,47.965,55.205,58.825,59.73,57.015,57.92,58.825,59.73,57.015,44.345,38.01,28.96,28.96,28.96,29.865,28.055
24/05/2018,27.15,27.15,28.055,28.96,27.15,27.15,27.15,27.15,33.485,45.25,60.635,60.635,58.825,58.825,57.92,55.205,54.3,51.585,42.535,38.01,28.055,27.15,28.96,28.055,26.245
25/05/2018,26.245,27.15,26.245,28.055,25.34,25.34,24.435,27.15,29.865,47.965,57.92,56.11,53.395,54.3,57.92,59.73,58.825,57.92,46.155,38.915,32.58,31.675,32.58,30.77,30.77
26/05/2018,30.77,29.865,30.77,31.675,30.77,29.865,28.055,28.96,28.96,29.865,29.865,33.485,30.77,29.865,29.865,29.865,31.675,30.77,30.77,29.865,28.96,29.865,30.77,29.865,30.77
27/05/2018,29.865,29.865,30.77,29.865,32.58,28.96,28.96,29.865,29.865,29.865,29.865,30.77,31.675,29.865,30.77,30.77,30.77,29.865,30.77,29.865,30.77,28.96,30.77,29.865,29.865
28/05/2018,29.865,30.77,30.77,29.865,29.865,28.96,28.055,30.77,30.77,29.865,29.865,31.675,29.865,31.675,30.77,30.77,30.77,32.58,31.675,30.77,31.675,29.865,30.77,29.865,31.675
29/05/2018,30.77,29.865,29.865,31.675,30.77,30.77,28.96,29.865,37.105,46.155,58.825,57.92,53.395,62.445,64.255,61.54,60.635,59.73,42.535,32.58,27.15,26.245,27.15,28.055,27.15
30/05/2018,27.15,28.055,26.245,27.15,28.055,27.15,27.15,27.15,31.675,42.535,54.3,54.3,60.635,55.205,57.015,56.11,57.92,56.11,47.965,39.82,30.77,28.96,28.96,28.055,28.96
31/05/2018,27.15,28.055,27.15,27.15,28.055,27.15,25.34,27.15,37.105,48.87,56.11,51.585,50.68,51.585,56.11,53.395,53.395,57.015,48.87,38.01,27.15,27.15,26.245,27.15,28.055
01/06/2018,27.15,28.055,26.245,27.15,26.245,26.245,24.435,25.34,30.77,48.87,56.11,56.11,57.015,54.3,59.73,61.54,57.015,55.205,49.775,34.39,30.77,27.15,28.055,27.15,28.055
02/06/2018,25.34,28.055,26.245,27.15,27.15,25.34,26.245,25.34,26.245,27.15,25.34,26.245,26.245,28.055,26.245,26.245,26.245,27.15,26.245,27.15,26.245,25.34,30.77,26.245,27.15
03/06/2018,28.055,27.15,26.245,27.15,28.055,25.34,24.435,25.34,25.34,25.34,27.15,26.245,27.15,26.245,27.15,25.34,27.15,28.055,27.15,26.245,24.435,26.245,28.055,28.055,28.055
04/06/2018,27.15,27.15,27.15,28.055,28.055,27.15,25.34,27.15,35.295,48.87,55.205,55.205,56.11,54.3,57.92,57.015,57.92,61.54,46.155,37.105,26.245,25.34,27.15,26.245,26.245
05/06/2018,27.15,27.15,27.15,26.245,27.15,25.34,25.34,26.245,32.58,48.87,55.205,55.205,60.635,55.205,57.92,55.205,56.11,53.395,45.25,33.485,27.15,26.245,27.15,27.15,28.055
06/06/2018,26.245,27.15,29.865,28.055,28.055,26.245,27.15,28.96,35.295,49.775,57.015,57.015,57.92,57.015,60.635,58.825,63.35,59.73,49.775,43.44,33.485,28.96,29.865,28.055,28.96
07/06/2018,28.96,27.15,26.245,25.34,25.34,23.53,23.53,25.34,31.675,48.87,54.3,56.11,57.92,54.3,57.92,57.015,59.73,58.825,49.775,30.77,25.34,25.34,27.15,27.15,27.15
08/06/2018,29.865,28.055,26.245,27.15,28.96,26.245,25.34,26.245,34.39,43.44,57.92,60.635,52.49,56.11,57.92,56.11,63.35,59.73,50.68,48.87,38.915,38.915,39.82,40.725,40.725
09/06/2018,38.915,37.105,36.2,37.105,35.295,34.39,35.295,35.295,34.39,36.2,36.2,36.2,38.01,38.01,37.105,37.105,38.01,38.01,38.915,37.105,36.2,37.105,37.105,38.01,37.105
10/06/2018,37.105,37.105,36.2,36.2,37.105,36.2,34.39,36.2,38.01,37.105,37.105,37.105,36.2,38.915,38.01,38.01,38.915,38.01,38.01,38.01,37.105,36.2,38.915,37.105,37.105
11/06/2018,37.105,37.105,37.105,37.105,37.105,35.295,35.295,36.2,43.44,59.73,66.065,64.255,66.97,65.16,74.21,65.16,69.685,65.16,52.49,42.535,39.82,38.01,39.82,40.725,38.01
12/06/2018,38.01,40.725,38.01,38.915,39.82,38.01,38.915,39.82,47.06,59.73,69.685,67.875,64.255,65.16,68.78,66.065,64.255,66.065,58.825,43.44,39.82,34.39,36.2,34.39,35.295
13/06/2018,35.295,35.295,35.295,35.295,37.105,32.58,33.485,35.295,40.725,57.015,65.16,68.78,69.685,66.97,66.97,66.97,66.065,61.54,53.395,41.63,34.39,34.39,36.2,35.295,36.2
14/06/2018,35.295,36.2,35.295,34.39,35.295,34.39,34.39,34.39,45.25,58.825,71.495,71.495,67.875,65.16,57.92,57.015,57.92,57.015,47.965,35.295,27.15,28.055,30.77,28.96,27.15
15/06/2018,27.15,28.96,27.15,28.96,26.245,26.245,25.34,25.34,31.675,46.155,52.49,53.395,51.585,55.205,51.585,52.49,54.3,51.585,41.63,35.295,29.865,28.055,28.96,28.96,28.96
16/06/2018,29.865,28.96,29.865,29.865,29.865,28.055,24.435,26.245,26.245,30.77,33.485,36.2,37.105,37.105,39.82,38.915,37.105,29.865,28.96,33.485,30.77,30.77,31.675,31.675,30.77
17/06/2018,30.77,31.675,31.675,31.675,29.865,27.15,26.245,27.15,28.96,27.15,28.96,29.865,28.96,30.77,31.675,30.77,28.055,28.055,28.055,31.675,31.675,30.77,31.675,31.675,32.58
18/06/2018,30.77,32.58,31.675,31.675,28.055,27.15,26.245,28.96,33.485,45.25,55.205,57.92,56.11,59.73,57.015,58.825,65.16,57.015,47.06,35.295,25.34,26.245,27.15,28.96,26.245
19/06/2018,27.15,28.055,28.055,27.15,26.245,24.435,25.34,26.245,31.675,49.775,63.35,57.015,58.825,57.015,63.35,62.445,62.445,66.97,53.395,42.535,36.2,33.485,28.96,29.865,29.865
20/06/2018,28.96,29.865,29.865,28.96,28.96,28.055,27.15,28.055,36.2,51.585,58.825,64.255,62.445,57.92,60.635,59.73,69.685,72.4,53.395,50.68,38.915,38.01,38.915,38.915,39.82
21/06/2018,38.01,38.01,38.915,38.01,38.01,36.2,36.2,38.915,52.49,62.445,66.97,71.495,74.21,69.685,67.875,66.97,57.92,57.015,47.06,34.39,28.96,26.245,26.245,27.15,28.055
22/06/2018,26.245,26.245,28.96,26.245,26.245,25.34,26.245,28.055,34.39,46.155,52.49,52.49,49.775,48.87,51.585,49.775,53.395,48.87,43.44,33.485,25.34,24.435,25.34,25.34,28.055
23/06/2018,25.34,25.34,25.34,25.34,25.34,26.245,26.245,27.15,25.34,24.435,26.245,28.055,27.15,26.245,28.055,26.245,27.15,26.245,26.245,25.34,25.34,25.34,26.245,27.15,25.34
24/06/2018,25.34,26.245,25.34,24.435,25.34,25.34,25.34,26.245,26.245,26.245,26.245,26.245,25.34,26.245,26.245,27.15,27.15,25.34,26.245,26.245,27.15,25.34,27.15,26.245,25.34
25/06/2018,26.245,26.245,25.34,27.15,24.435,24.435,24.435,25.34,31.675,45.25,52.49,57.015,57.92,59.73,62.445,60.635,63.35,62.445,48.87,35.295,29.865,28.96,28.96,29.865,28.96
26/06/2018,28.96,28.96,28.055,28.055,27.15,27.15,25.34,28.055,35.295,48.87,61.54,59.73,57.92,61.54,64.255,67.875,69.685,66.065,54.3,38.915,32.58,29.865,30.77,30.77,31.675
27/06/2018,29.865,29.865,29.865,33.485,33.485,31.675,31.675,31.675,39.82,54.3,57.015,59.73,63.35,60.635,60.635,56.11,60.635,57.92,50.68,40.725,34.39,31.675,32.58,31.675,31.675
